review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen Bank,Google Play,positive,0.9993189573287964,Transaction Performance
Too best,1,2025-04-21,Dashen Bank,Google Play,positive,0.8775476813316345,Other
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen Bank,Google Play,positive,0.9985912442207336,Other
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen Bank,Google Play,positive,0.987091064453125,Other
best mobile banking application,5,2025-04-21,Dashen Bank,Google Play,positive,0.9996380805969238,Other
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998156428337097,User Interface & Experience
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9981945157051086,Other
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen Bank,Google Play,negative,0.883536159992218,Other
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen Bank,Google Play,positive,0.9997934699058533,Transaction Performance
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999823272228241,Positive Feedback
excellent mobile banking app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998179078102112,Positive Feedback
Wow! like his name Super App...,5,2025-04-21,Dashen Bank,Google Play,positive,0.9985873699188232,Other
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9926958084106445,Other
convenient and fast,5,2025-04-21,Dashen Bank,Google Play,positive,0.9996170997619629,Other
Best- in-class app.,5,2025-04-21,Dashen Bank,Google Play,positive,0.999584972858429,Other
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997171759605408,Positive Feedback
Superb,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998656511306763,Other
"amazing features, faster and easy to use",5,2025-04-21,Dashen Bank,Google Play,positive,0.9998817443847656,Feature Requests
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen Bank,Google Play,positive,0.999481737613678,Other
Best App!,5,2025-04-21,Dashen Bank,Google Play,positive,0.9997498393058777,Other
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998683929443359,Positive Feedback
I love this app,5,2025-04-21,Dashen Bank,Google Play,positive,0.9998608827590942,Positive Feedback
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen Bank,Google Play,negative,0.9980541467666626,Other
waw no idea the best app.,5,2025-04-19,Dashen Bank,Google Play,negative,0.9923464059829712,Other
fast best app,5,2025-04-19,Dashen Bank,Google Play,positive,0.999737560749054,Other
Nice App,5,2025-04-18,Dashen Bank,Google Play,positive,0.9998061060905457,Other
nice app ever,5,2025-04-17,Dashen Bank,Google Play,positive,0.9998384714126587,Other
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,Dashen Bank,Google Play,negative,0.9997677206993103,Other
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen Bank,Google Play,negative,0.9992289543151855,Transaction Performance
nic app,5,2025-04-16,Dashen Bank,Google Play,positive,0.9797857403755188,Other
Nice,5,2025-04-16,Dashen Bank,Google Play,positive,0.9998552799224854,Other
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen Bank,Google Play,positive,0.9997890591621399,Other
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen Bank,Google Play,positive,0.9998642206192017,Positive Feedback
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen Bank,Google Play,negative,0.9958034157752991,Positive Feedback
ምርጫዬ ነው,5,2025-04-13,Dashen Bank,Google Play,negative,0.7850591540336609,Other
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen Bank,Google Play,negative,0.9996840953826904,Other
it's samart,5,2025-04-10,Dashen Bank,Google Play,positive,0.9992457628250122,Other
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen Bank,Google Play,negative,0.999715268611908,Other
it is very good app,5,2025-04-10,Dashen Bank,Google Play,positive,0.9998699426651001,Positive Feedback
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen Bank,Google Play,negative,0.9996039271354675,Account Access Issues
slow cumbersome,3,2025-04-08,Dashen Bank,Google Play,negative,0.9997989535331726,Transaction Performance
Is really 💀,2,2025-04-08,Dashen Bank,Google Play,positive,0.9858712553977966,Other
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,negative,0.9997294545173645,Transaction Performance
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank,Google Play,negative,0.9996976852416992,Transaction Performance
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,negative,0.9981010556221008,Account Access Issues
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,positive,0.9998666048049927,Other
best,5,2025-04-06,Dashen Bank,Google Play,positive,0.9997941851615906,Other
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,negative,0.9994447827339172,Other
real super up,5,2025-04-04,Dashen Bank,Google Play,positive,0.9998282194137573,Other
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,negative,0.9993618130683899,Other
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,negative,0.999297022819519,Other
tanku,5,2025-04-04,Dashen Bank,Google Play,negative,0.91596519947052,Other
perfect,5,2025-04-03,Dashen Bank,Google Play,positive,0.9998517036437988,Positive Feedback
goood,5,2025-04-02,Dashen Bank,Google Play,negative,0.9943867921829224,Other
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,negative,0.9958769083023071,Account Access Issues
it is best app easy to use,5,2025-04-01,Dashen Bank,Google Play,positive,0.9864110350608826,Other
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,positive,0.9997655749320984,Other
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play,negative,0.997230589389801,Feature Requests
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank,Google Play,positive,0.9897825717926025,Transaction Performance
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,positive,0.999818742275238,Other
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,positive,0.99986732006073,Positive Feedback
nice app,5,2025-03-29,Dashen Bank,Google Play,positive,0.9998061060905457,Other
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank,Google Play,positive,0.9992021918296814,Account Access Issues
